Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:26,SRT Feed,srt://207.35.238,Good Video,481,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:27,SRT Feed,srt://207.35.238,Good Video,511,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:28,SRT Feed,srt://207.35.238,Good Video,537,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:29,SRT Feed,srt://207.35.238,Good Video,564,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:30,SRT Feed,srt://207.35.238,Good Video,596,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:31,SRT Feed,srt://207.35.238,Good Video,628,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:32,SRT Feed,srt://207.35.238,Good Video,660,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:33,SRT Feed,srt://207.35.238,Good Video,692,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:34,SRT Feed,srt://207.35.238,Good Video,724,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:35,SRT Feed,srt://207.35.238,Good Video,755,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
Timestamp,Feed,URI,Video,Frames,Audio,AV Sync,TS Status,Bitrate (Mbps),PCR Discont,Cont. Errors,PSI Summary,Sync
2026-02-27 13:16:36,SRT Feed,srt://207.35.238,Good Video,787,Good Audio,Out Sync,Alert,0.00,0,0,PSI Error,NTP Good
